Point{x=3975, y=745}
Point{x=2578, y=2616}
Point{x=2049, y=2641}
Point{x=501, y=702}
Point{x=2893, y=2363}
Point{x=2477, y=1904}
Point{x=764, y=870}
Point{x=2471, y=2204}
Point{x=896, y=543}
Point{x=1090, y=825}
Point{x=2416, y=2502}
Point{x=2489, y=2041}
Point{x=1114, y=810}
Point{x=697, y=792}
Point{x=4120, y=965}
Point{x=3880, y=537}
Point{x=793, y=492}
Point{x=3590, y=751}
Point{x=1093, y=900}
Point{x=4038, y=672}
Point{x=1915, y=2353}
Point{x=2389, y=2338}
Point{x=2004, y=2214}
Point{x=3574, y=769}
Point{x=4382, y=854}
Point{x=2110, y=2589}
Point{x=917, y=973}
Point{x=4440, y=818}
Point{x=2426, y=2935}
Point{x=566, y=687}
Point{x=2481, y=2093}
Point{x=969, y=860}
Point{x=2423, y=2161}
Point{x=3575, y=828}
Point{x=4273, y=796}
Point{x=4092, y=401}
Point{x=2110, y=2286}
Point{x=2378, y=2227}
Point{x=2236, y=2653}
Point{x=2477, y=2167}
Point{x=807, y=590}
Point{x=2714, y=2235}
Point{x=2345, y=1915}
Point{x=2396, y=2426}
Point{x=4001, y=738}
Point{x=4111, y=758}
Point{x=813, y=1129}
Point{x=3808, y=1016}
Point{x=2044, y=2235}
Point{x=2424, y=2320}
Point{x=4464, y=817}
Point{x=2388, y=2719}
Point{x=3647, y=809}
Point{x=2300, y=2159}
Point{x=887, y=570}
Point{x=4058, y=506}
Point{x=3965, y=629}
Point{x=2089, y=2234}
Point{x=3832, y=491}
Point{x=4141, y=726}
Point{x=473, y=869}
Point{x=2397, y=2914}
Point{x=2274, y=2194}
Point{x=4267, y=992}
Point{x=876, y=656}
Point{x=4085, y=445}
Point{x=4004, y=997}
Point{x=2178, y=2280}
Point{x=4043, y=958}
Point{x=2606, y=2353}
Point{x=2595, y=2577}
Point{x=2062, y=2194}
Point{x=708, y=1064}
Point{x=850, y=804}
Point{x=2908, y=2332}
Point{x=2545, y=2621}
Point{x=2088, y=2505}
Point{x=2802, y=2402}
Point{x=3922, y=1030}
Point{x=3822, y=922}
Point{x=2269, y=2307}
Point{x=3714, y=787}
Point{x=1820, y=2411}
Point{x=2648, y=2254}
Point{x=3687, y=789}
Point{x=3639, y=745}
Point{x=3687, y=961}
Point{x=4252, y=682}
Point{x=1010, y=644}
Point{x=3897, y=974}
Point{x=2640, y=2289}
Point{x=3767, y=995}
Point{x=2476, y=2175}
Point{x=4285, y=815}
Point{x=2884, y=2366}
Point{x=2556, y=2377}
Point{x=4011, y=402}
Point{x=2619, y=2353}
Point{x=533, y=723}
Point{x=2377, y=2764}
Point{x=4305, y=839}
Point{x=3634, y=729}
Point{x=917, y=755}
Point{x=570, y=874}
Point{x=3927, y=494}
Point{x=961, y=669}
Point{x=4030, y=930}
Point{x=2112, y=2104}
Point{x=2816, y=2409}
Point{x=978, y=939}
Point{x=2462, y=2427}
Point{x=805, y=1039}
Point{x=739, y=747}
Point{x=935, y=829}
Point{x=1037, y=951}
Point{x=3743, y=710}
Point{x=2573, y=2083}
Point{x=2604, y=2587}
Point{x=660, y=1000}
Point{x=3686, y=691}
Point{x=2769, y=2331}
Point{x=3814, y=900}
Point{x=2596, y=2260}
Point{x=2404, y=2839}
Point{x=4054, y=1060}
Point{x=633, y=784}
Point{x=2499, y=2414}
Point{x=4290, y=992}
Point{x=3571, y=773}
Point{x=2022, y=2223}
Point{x=2425, y=2544}
Point{x=4237, y=756}
Point{x=743, y=1078}
Point{x=3882, y=675}
Point{x=3923, y=1044}
Point{x=2415, y=2232}
Point{x=538, y=922}
Point{x=2402, y=2641}
Point{x=4009, y=1169}
Point{x=2602, y=2730}
Point{x=3767, y=766}
Point{x=4370, y=850}
Point{x=953, y=855}
Point{x=4323, y=891}
Point{x=2170, y=2309}
Point{x=2785, y=2209}
Point{x=2496, y=2085}
Point{x=2275, y=2480}
Point{x=4134, y=737}
Point{x=3850, y=977}
Point{x=3855, y=639}
Point{x=4097, y=649}
Point{x=3692, y=764}
Point{x=4261, y=701}
Point{x=1987, y=2339}
Point{x=2568, y=2515}
Point{x=1050, y=745}
Point{x=4019, y=423}
Point{x=3763, y=613}
Point{x=857, y=870}
Point{x=2550, y=2536}
Point{x=861, y=472}
Point{x=2472, y=2449}
Point{x=965, y=701}
Point{x=1103, y=712}
Point{x=4159, y=855}
Point{x=4156, y=1073}
Point{x=2820, y=2418}
Point{x=1001, y=677}
Point{x=1046, y=906}
Point{x=3782, y=849}
Point{x=3838, y=483}
Point{x=761, y=904}
Point{x=2498, y=2116}
Point{x=3923, y=701}
Point{x=1960, y=2385}
Point{x=4342, y=802}
Point{x=2518, y=2310}
Point{x=4159, y=785}
Point{x=3981, y=838}
Point{x=3681, y=932}
Point{x=2439, y=1966}
Point{x=825, y=429}
Point{x=884, y=633}
Point{x=1082, y=859}
Point{x=2502, y=2120}
Point{x=3962, y=368}
Point{x=811, y=497}
Point{x=802, y=972}
Point{x=689, y=529}
Point{x=4196, y=1056}
Point{x=2132, y=2596}
Point{x=4177, y=498}
Point{x=516, y=703}
Point{x=2252, y=2509}
Point{x=2344, y=2531}
Point{x=2215, y=2416}
Point{x=3764, y=602}
Point{x=958, y=737}
Point{x=4128, y=1122}
Point{x=2715, y=2428}
Point{x=4155, y=612}
Point{x=2555, y=1999}
Point{x=1877, y=2467}
Point{x=779, y=904}
Point{x=910, y=672}
Point{x=2133, y=2210}
Point{x=4000, y=1119}
Point{x=2534, y=2451}
Point{x=638, y=613}
Point{x=918, y=1012}
Point{x=2475, y=2003}
Point{x=3788, y=621}
Point{x=2816, y=2461}
Point{x=472, y=736}
Point{x=2302, y=2372}
Point{x=976, y=657}
Point{x=695, y=1037}
Point{x=4034, y=606}
Point{x=3821, y=554}
Point{x=4045, y=565}
Point{x=4021, y=557}
Point{x=2377, y=2921}
Point{x=3849, y=916}
Point{x=4328, y=878}
Point{x=2659, y=2473}
Point{x=2268, y=2587}
Point{x=858, y=595}
Point{x=2381, y=2831}
Point{x=4123, y=1151}
Point{x=2165, y=2272}
Point{x=1008, y=855}
Point{x=3843, y=904}
Point{x=2262, y=2552}
Point{x=885, y=715}
Point{x=780, y=1176}
Point{x=4123, y=575}
Point{x=4218, y=621}
Point{x=819, y=744}
Point{x=4112, y=649}
Point{x=4103, y=600}
Point{x=1880, y=2395}
Point{x=2413, y=2045}
Point{x=1924, y=2467}
Point{x=4185, y=736}
Point{x=895, y=508}
Point{x=743, y=899}
Point{x=835, y=749}
Point{x=982, y=811}
Point{x=2803, y=2366}
Point{x=2091, y=2666}
Point{x=3872, y=435}
Point{x=2414, y=2656}
Point{x=3838, y=501}
Point{x=697, y=542}
Point{x=4017, y=1164}
Point{x=2202, y=2340}
Point{x=1113, y=861}
Point{x=4041, y=346}
Point{x=2645, y=2218}
Point{x=1912, y=2484}
Point{x=2470, y=2613}
Point{x=4240, y=746}
Point{x=4089, y=590}
Point{x=4347, y=837}
Point{x=2582, y=2305}
Point{x=3755, y=579}
Point{x=3702, y=628}
Point{x=3877, y=1001}
Point{x=2506, y=2832}
Point{x=2658, y=2466}
Point{x=632, y=838}
Point{x=874, y=774}
Point{x=1078, y=693}
Point{x=3809, y=902}
Point{x=2522, y=1942}
Point{x=4304, y=727}
Point{x=4374, y=703}
Point{x=2808, y=2294}
Point{x=877, y=1120}
Point{x=605, y=937}
Point{x=4032, y=653}
Point{x=3864, y=546}
Point{x=4146, y=812}
Point{x=4362, y=756}
Point{x=4102, y=791}
Point{x=3850, y=1077}
Point{x=2811, y=2536}
Point{x=2248, y=2839}
Point{x=2726, y=2296}
Point{x=754, y=919}
Point{x=2174, y=2085}
Point{x=824, y=822}
Point{x=2090, y=2613}
Point{x=2311, y=2385}
Point{x=4158, y=734}
Point{x=3990, y=944}
Point{x=2088, y=2402}
Point{x=2653, y=2305}
Point{x=2736, y=2186}
Point{x=2215, y=2090}
Point{x=2279, y=2531}
Point{x=3975, y=609}
Point{x=4028, y=1013}
Point{x=654, y=996}
Point{x=608, y=622}
Point{x=622, y=684}
Point{x=2472, y=2828}
Point{x=2689, y=2150}
Point{x=3727, y=885}
Point{x=623, y=765}
Point{x=2344, y=1963}
Point{x=4102, y=1005}
Point{x=2561, y=2409}
Point{x=2810, y=2315}
Point{x=2189, y=2428}
Point{x=888, y=593}
Point{x=2542, y=2065}
Point{x=798, y=1044}
Point{x=4195, y=843}
Point{x=2643, y=2733}
Point{x=4281, y=797}
Point{x=827, y=773}
Point{x=546, y=932}
Point{x=2520, y=2452}
Point{x=2497, y=2274}
Point{x=2536, y=2035}
Point{x=2847, y=2266}
Point{x=757, y=498}
Point{x=812, y=888}
Point{x=1835, y=2418}
Point{x=2447, y=2045}
Point{x=2577, y=2101}
Point{x=450, y=768}
Point{x=2111, y=2679}
Point{x=4365, y=897}
Point{x=3908, y=938}
Point{x=4069, y=582}
Point{x=3903, y=1173}
Point{x=2302, y=2738}
Point{x=3804, y=1031}
Point{x=2172, y=2721}
Point{x=2614, y=2228}
Point{x=2312, y=2020}
Point{x=2286, y=2792}
Point{x=666, y=901}
Point{x=657, y=1032}
Point{x=3840, y=858}
Point{x=2066, y=2228}
Point{x=4435, y=741}
Point{x=2735, y=2529}
Point{x=3976, y=1146}
Point{x=2560, y=2634}
Point{x=1886, y=2469}
Point{x=3671, y=772}
Point{x=743, y=1098}
Point{x=897, y=934}
Point{x=4082, y=439}
Point{x=4025, y=627}
Point{x=2297, y=2742}
Point{x=2400, y=1851}
Point{x=2262, y=2416}
Point{x=3657, y=889}
Point{x=695, y=1094}
Point{x=2273, y=2217}
Point{x=801, y=571}
Point{x=4004, y=381}
Point{x=1031, y=674}
Point{x=4252, y=1005}
Point{x=2405, y=2666}
Point{x=1964, y=2257}
Point{x=4128, y=917}
Point{x=4101, y=1058}
Point{x=1919, y=2473}
Point{x=2875, y=2514}
Point{x=543, y=839}
Point{x=4273, y=634}
Point{x=2501, y=2788}
Point{x=2027, y=2296}
Point{x=2217, y=2717}
Point{x=4032, y=1144}
Point{x=987, y=873}
Point{x=2210, y=2664}
Point{x=2589, y=2392}
Point{x=4202, y=1041}
Point{x=1054, y=819}
Point{x=4308, y=688}
Point{x=2765, y=2616}
Point{x=2529, y=2817}
Point{x=761, y=627}
Point{x=788, y=540}
Point{x=3843, y=669}
Point{x=815, y=461}
Point{x=850, y=681}
Point{x=2092, y=2662}
Point{x=784, y=563}
Point{x=4038, y=405}
Point{x=3934, y=608}
Point{x=4246, y=629}
Point{x=706, y=687}
Point{x=1069, y=822}
Point{x=766, y=557}
Point{x=2254, y=2545}
Point{x=889, y=512}
Point{x=3842, y=1001}
Point{x=1046, y=673}
Point{x=3784, y=680}
Point{x=592, y=719}
Point{x=785, y=668}
Point{x=697, y=993}
Point{x=2008, y=2341}
Point{x=2879, y=2327}
Point{x=2355, y=2282}
Point{x=986, y=893}
Point{x=847, y=1011}
Point{x=740, y=595}
Point{x=2380, y=2779}
Point{x=2573, y=2721}
Point{x=2696, y=2224}
Point{x=4076, y=390}
Point{x=629, y=955}
Point{x=829, y=1103}
Point{x=4202, y=841}
Point{x=775, y=886}
Point{x=2258, y=2557}
Point{x=730, y=1020}
Point{x=3848, y=681}
Point{x=2423, y=2386}
Point{x=3696, y=765}
Point{x=4192, y=735}
Point{x=2624, y=2713}
Point{x=925, y=886}
Point{x=2497, y=2815}
Point{x=756, y=1075}
Point{x=2320, y=2576}
Point{x=1877, y=2354}
Point{x=2482, y=2557}
Point{x=870, y=777}
Point{x=810, y=888}
Point{x=4221, y=928}
Point{x=3586, y=879}
Point{x=895, y=849}
Point{x=4027, y=703}
Point{x=3538, y=834}
Point{x=3945, y=848}
Point{x=4150, y=1068}
Point{x=3996, y=624}
Point{x=2232, y=2521}
Point{x=2452, y=2938}
Point{x=775, y=566}
Point{x=2665, y=2386}
Point{x=3791, y=777}
Point{x=4367, y=878}
Point{x=2232, y=2748}
Point{x=4049, y=461}
Point{x=4046, y=516}
Point{x=3958, y=1167}
Point{x=4242, y=772}
Point{x=2110, y=2381}
Point{x=3874, y=594}
Point{x=4075, y=596}
Point{x=2218, y=2683}
Point{x=2877, y=2508}
Point{x=2626, y=2056}
Point{x=2001, y=2370}
Point{x=4140, y=1140}
Point{x=2449, y=2144}
Point{x=3881, y=650}
Point{x=3724, y=589}
Point{x=3833, y=479}
Point{x=4127, y=959}
Point{x=1028, y=837}
Point{x=683, y=530}
Point{x=2388, y=2671}
Point{x=4054, y=875}
Point{x=742, y=595}
Point{x=4028, y=412}
Point{x=2725, y=2477}
Point{x=765, y=821}
Point{x=2362, y=2805}
Point{x=704, y=961}
Point{x=4062, y=589}
Point{x=2621, y=2246}
Point{x=3600, y=890}
Point{x=3853, y=1085}
Point{x=4276, y=880}
Point{x=4104, y=600}
Point{x=3739, y=562}
Point{x=960, y=877}
Point{x=2660, y=2151}
Point{x=1007, y=967}
Point{x=587, y=742}
Point{x=3991, y=802}
Point{x=2329, y=2034}
Point{x=646, y=729}
Point{x=4136, y=764}
Point{x=3875, y=846}
Point{x=3645, y=863}
Point{x=4129, y=864}
Point{x=1042, y=879}
Point{x=2531, y=1999}
Point{x=2458, y=2240}
Point{x=2459, y=1879}
Point{x=2883, y=2429}
Point{x=538, y=895}
Point{x=4078, y=964}
Point{x=2236, y=2639}
Point{x=4176, y=912}
Point{x=2391, y=2126}
Point{x=815, y=799}
Point{x=3888, y=1147}
Point{x=3833, y=806}
Point{x=2040, y=2520}
Point{x=952, y=832}
Point{x=3603, y=756}
Point{x=975, y=740}
Point{x=4118, y=698}
Point{x=2451, y=2009}
Point{x=4031, y=1008}
Point{x=4052, y=465}
Point{x=1962, y=2490}
Point{x=2568, y=2500}
Point{x=906, y=897}
Point{x=2410, y=2164}
Point{x=520, y=787}
Point{x=773, y=963}
Point{x=3779, y=981}
Point{x=2126, y=2433}
Point{x=552, y=783}
Point{x=3806, y=598}
Point{x=3612, y=772}
Point{x=2246, y=2287}
Point{x=3731, y=776}
Point{x=2602, y=2790}
Point{x=2544, y=2051}
Point{x=3810, y=531}
Point{x=1005, y=941}
Point{x=825, y=1118}
Point{x=3930, y=587}
Point{x=3691, y=694}
Point{x=3897, y=571}
Point{x=2188, y=2232}
Point{x=4166, y=1010}
Point{x=2501, y=2464}
Point{x=3871, y=1042}
Point{x=674, y=730}
Point{x=2278, y=2163}
Point{x=622, y=773}
Point{x=3783, y=861}
Point{x=3628, y=763}
Point{x=2385, y=2009}
Point{x=2683, y=2445}
Point{x=3935, y=892}
Point{x=712, y=940}
Point{x=3730, y=709}
Point{x=2164, y=2284}
Point{x=2071, y=2313}
Point{x=3763, y=899}
Point{x=4232, y=945}
Point{x=4232, y=749}
Point{x=4070, y=716}
Point{x=4120, y=1066}
Point{x=2530, y=2470}
Point{x=4120, y=572}
Point{x=4079, y=475}
Point{x=2217, y=2572}
Point{x=1151, y=829}
Point{x=3820, y=1000}
Point{x=2457, y=2554}
Point{x=3741, y=847}
Point{x=2580, y=2111}
Point{x=787, y=434}
Point{x=2194, y=2573}
Point{x=4183, y=927}
Point{x=3774, y=922}
Point{x=619, y=672}
Point{x=2770, y=2602}
Point{x=2036, y=2530}
Point{x=4259, y=944}
Point{x=648, y=987}
Point{x=4129, y=614}
Point{x=2514, y=2272}
Point{x=1075, y=902}
Point{x=3666, y=900}
Point{x=2310, y=2338}
Point{x=758, y=948}
Point{x=3824, y=1026}
Point{x=4019, y=1254}
Point{x=441, y=835}
Point{x=1978, y=2526}
Point{x=4071, y=1088}
Point{x=829, y=924}
Point{x=2014, y=2565}
Point{x=798, y=1084}
Point{x=2121, y=2516}
Point{x=788, y=813}
Point{x=4009, y=950}
Point{x=2257, y=2827}
Point{x=2581, y=2049}
Point{x=3722, y=942}
Point{x=3706, y=690}
Point{x=2544, y=2247}
Point{x=3902, y=559}
Point{x=4004, y=1278}
Point{x=3792, y=867}
Point{x=2626, y=2286}
Point{x=2682, y=2114}
Point{x=2418, y=2314}
Point{x=4111, y=1001}
Point{x=2085, y=2141}
Point{x=863, y=750}
Point{x=2401, y=2814}
Point{x=1923, y=2337}
Point{x=631, y=942}
Point{x=725, y=669}
Point{x=2102, y=2304}
Point{x=3968, y=996}
Point{x=2298, y=2537}
Point{x=682, y=713}
Point{x=2551, y=2110}
Point{x=922, y=1059}
Point{x=2366, y=1928}
Point{x=4108, y=880}
Point{x=4169, y=971}
Point{x=2058, y=2477}
Point{x=922, y=858}
Point{x=2061, y=2237}
Point{x=2382, y=1853}
Point{x=2416, y=2939}
Point{x=2536, y=2834}
Point{x=2554, y=2369}
Point{x=3958, y=543}
Point{x=2278, y=2427}
Point{x=1095, y=874}
Point{x=4006, y=747}
Point{x=764, y=961}
Point{x=3813, y=942}
Point{x=763, y=938}
Point{x=3745, y=811}
Point{x=888, y=589}
Point{x=2344, y=1900}
Point{x=3993, y=822}
Point{x=705, y=854}
Point{x=4232, y=632}
Point{x=659, y=989}
Point{x=4154, y=1074}
Point{x=2107, y=2373}
Point{x=2362, y=2834}
Point{x=2829, y=2394}
Point{x=3944, y=1010}
Point{x=2348, y=2064}
Point{x=4204, y=1062}
Point{x=2421, y=2461}
Point{x=2490, y=2790}
Point{x=3601, y=850}
Point{x=2378, y=2524}
Point{x=2749, y=2470}
Point{x=2766, y=2437}
Point{x=848, y=640}
Point{x=3928, y=798}
Point{x=703, y=1073}
Point{x=744, y=672}
Point{x=4307, y=761}
Point{x=4180, y=936}
Point{x=2730, y=2487}
Point{x=983, y=825}
Point{x=3760, y=756}
Point{x=2598, y=2784}
Point{x=2719, y=2158}
Point{x=2201, y=2290}
Point{x=773, y=812}
Point{x=1007, y=871}
Point{x=2334, y=2827}
Point{x=4193, y=845}
Point{x=1056, y=665}
Point{x=3621, y=704}
Point{x=733, y=640}
Point{x=4154, y=636}
Point{x=4339, y=820}
Point{x=2798, y=2457}
Point{x=968, y=754}
Point{x=4021, y=672}
Point{x=2455, y=2295}
Point{x=4190, y=924}
Point{x=844, y=828}
Point{x=2318, y=2353}
Point{x=2517, y=2197}
Point{x=2801, y=2442}
Point{x=3795, y=581}
Point{x=1085, y=745}
Point{x=554, y=918}
Point{x=2376, y=1910}
Point{x=3851, y=546}
Point{x=2529, y=1934}
Point{x=4163, y=491}
Point{x=594, y=943}
Point{x=2718, y=2629}
Point{x=2582, y=2551}
Point{x=2243, y=2239}
Point{x=2855, y=2300}
Point{x=1952, y=2287}
Point{x=4084, y=440}
Point{x=2473, y=2598}
Point{x=812, y=587}
Point{x=914, y=766}
Point{x=3968, y=489}
Point{x=2550, y=2068}
Point{x=4187, y=695}
Point{x=4009, y=592}
Point{x=3947, y=1203}
Point{x=2583, y=2225}
Point{x=4003, y=402}
Point{x=4254, y=588}
Point{x=1894, y=2356}
Point{x=2628, y=2109}
Point{x=2583, y=2367}
Point{x=2118, y=2484}
Point{x=910, y=822}
Point{x=1110, y=808}
Point{x=3995, y=483}
Point{x=4333, y=866}
Point{x=2775, y=2398}
Point{x=818, y=933}
Point{x=1871, y=2356}
Point{x=538, y=816}
Point{x=3888, y=1121}
Point{x=2713, y=2581}
Point{x=3625, y=727}
Point{x=2358, y=2311}
Point{x=912, y=672}
Point{x=2534, y=2354}
Point{x=990, y=993}
Point{x=806, y=1185}
Point{x=2243, y=2557}
Point{x=599, y=840}
Point{x=2553, y=2693}
Point{x=4314, y=838}
Point{x=1144, y=793}
Point{x=2542, y=2619}
Point{x=2379, y=2676}
Point{x=3751, y=604}
Point{x=4207, y=571}
Point{x=780, y=718}
Point{x=2216, y=2571}
Point{x=2411, y=2686}
Point{x=450, y=773}
Point{x=2214, y=2697}
Point{x=2083, y=2327}
Point{x=3950, y=469}
Point{x=2666, y=2508}
Point{x=3612, y=698}
Point{x=866, y=542}
Point{x=3611, y=709}
Point{x=3897, y=662}
Point{x=756, y=751}
Point{x=2753, y=2340}
Point{x=1041, y=796}
Point{x=2320, y=2501}
Point{x=2518, y=2118}
Point{x=969, y=987}
Point{x=4449, y=779}
Point{x=2476, y=2328}
Point{x=481, y=838}
Point{x=2790, y=2336}
Point{x=2742, y=2233}
Point{x=575, y=672}
Point{x=2121, y=2709}
Point{x=870, y=1017}
Point{x=3693, y=693}
Point{x=2636, y=2761}
Point{x=2121, y=2582}
Point{x=828, y=602}
Point{x=4163, y=1058}
Point{x=3563, y=846}
Point{x=780, y=631}
Point{x=2836, y=2474}
Point{x=2522, y=2634}
Point{x=2658, y=2244}
Point{x=803, y=678}
Point{x=4158, y=638}
Point{x=3676, y=897}
Point{x=1067, y=864}
Point{x=2408, y=2937}
Point{x=703, y=756}
Point{x=1936, y=2429}
Point{x=1860, y=2392}
Point{x=2199, y=2733}
Point{x=2747, y=2276}
Point{x=2232, y=2019}
Point{x=4257, y=572}
Point{x=790, y=855}
Point{x=4180, y=715}
Point{x=4143, y=967}
Point{x=3997, y=824}
Point{x=1806, y=2402}
Point{x=2292, y=2093}
Point{x=3828, y=1063}
Point{x=738, y=1003}
Point{x=2316, y=2738}
Point{x=2464, y=1930}
Point{x=2653, y=2547}
Point{x=2256, y=2057}
Point{x=4231, y=865}
Point{x=4356, y=666}
Point{x=3829, y=721}
Point{x=935, y=716}
Point{x=656, y=894}
Point{x=2409, y=2214}
Point{x=3722, y=648}
Point{x=4186, y=999}
Point{x=782, y=972}
Point{x=4147, y=497}
Point{x=2310, y=2059}
Point{x=2507, y=2427}
Point{x=734, y=633}
Point{x=4077, y=405}
Point{x=3865, y=494}
Point{x=3918, y=920}
Point{x=769, y=446}
Point{x=2310, y=2444}
Point{x=2533, y=2511}
Point{x=1949, y=2398}
Point{x=4212, y=945}
Point{x=705, y=725}
Point{x=853, y=800}
Point{x=984, y=827}
Point{x=1048, y=888}
Point{x=665, y=757}
Point{x=820, y=980}
Point{x=860, y=630}
Point{x=2599, y=2471}
Point{x=659, y=542}
Point{x=3819, y=565}
Point{x=2745, y=2388}
Point{x=2541, y=2190}
Point{x=819, y=1135}
Point{x=1958, y=2269}
Point{x=2197, y=2235}
Point{x=2443, y=2602}
Point{x=3981, y=568}
Point{x=2859, y=2537}
Point{x=2614, y=2443}
Point{x=2372, y=2478}
Point{x=1845, y=2361}
Point{x=2559, y=2700}
Point{x=897, y=904}
Point{x=2228, y=2752}
Point{x=2449, y=2308}
Point{x=871, y=1121}
Point{x=2560, y=2060}
Point{x=2174, y=2262}
Point{x=4104, y=665}
Point{x=2671, y=2721}
Point{x=895, y=957}
Point{x=779, y=1170}
Point{x=3565, y=752}
Point{x=2465, y=2618}
Point{x=2309, y=1974}
Point{x=4334, y=657}
Point{x=2742, y=2218}
Point{x=2388, y=2769}
Point{x=4179, y=760}
Point{x=828, y=497}
Point{x=2820, y=2547}
Point{x=4262, y=967}
Point{x=896, y=793}
Point{x=2531, y=2069}
Point{x=866, y=908}
Point{x=4081, y=856}
Point{x=4186, y=723}
Point{x=2418, y=1851}
Point{x=2518, y=1981}
Point{x=2120, y=2575}
Point{x=2223, y=2613}
Point{x=3553, y=825}
Point{x=2042, y=2348}
Point{x=4047, y=722}
Point{x=2775, y=2480}
Point{x=3897, y=467}
Point{x=4038, y=1047}
Point{x=2055, y=2261}
Point{x=3905, y=900}
Point{x=1082, y=785}
Point{x=4457, y=805}
Point{x=3846, y=871}
Point{x=2521, y=2086}
Point{x=2497, y=2008}
Point{x=3970, y=775}
Point{x=3995, y=546}
Point{x=4294, y=972}
Point{x=3603, y=862}
Point{x=4087, y=1037}
Point{x=2593, y=2768}
Point{x=899, y=668}
Point{x=4241, y=923}
Point{x=951, y=585}
Point{x=2544, y=2721}
Point{x=4382, y=775}
Point{x=4096, y=422}
Point{x=991, y=649}
Point{x=777, y=688}
Point{x=687, y=1000}
Point{x=2049, y=2490}
Point{x=2221, y=2443}
Point{x=949, y=975}
Point{x=3897, y=649}
Point{x=1019, y=737}
Point{x=558, y=942}
Point{x=3995, y=1236}
Point{x=2433, y=2289}
Point{x=994, y=660}
Point{x=2563, y=2651}
Point{x=2114, y=2373}
Point{x=2861, y=2468}
Point{x=3665, y=807}
Point{x=2246, y=2680}
Point{x=3998, y=1005}
Point{x=3931, y=1000}
Point{x=932, y=1047}
Point{x=2857, y=2442}
Point{x=3544, y=828}
Point{x=2015, y=2537}
Point{x=3976, y=623}
Point{x=2261, y=2325}
Point{x=4128, y=1088}
Point{x=3636, y=699}
Point{x=3918, y=1160}
Point{x=4151, y=826}
Point{x=2417, y=2345}
Point{x=4308, y=684}
Point{x=2854, y=2545}
Point{x=2511, y=2483}
Point{x=754, y=582}
Point{x=3706, y=643}
Point{x=590, y=847}
Point{x=2848, y=2392}
Point{x=3979, y=431}
Point{x=2930, y=2411}
Point{x=2838, y=2256}
Point{x=4408, y=798}
Point{x=2725, y=2298}
Point{x=2635, y=2617}
Point{x=2221, y=2792}
Point{x=4017, y=442}
Point{x=3594, y=808}
Point{x=2794, y=2390}
Point{x=3864, y=862}
Point{x=3866, y=767}
Point{x=2150, y=2321}
Point{x=4002, y=366}
Point{x=4332, y=696}
Point{x=4448, y=781}
Point{x=4101, y=986}
Point{x=2061, y=2609}
Point{x=932, y=881}
Point{x=2630, y=2236}
Point{x=4265, y=985}
Point{x=2521, y=2430}
Point{x=2614, y=2064}
Point{x=680, y=709}
Point{x=740, y=801}
Point{x=2145, y=2494}
Point{x=863, y=900}
Point{x=4167, y=656}
Point{x=3966, y=1110}
Point{x=2599, y=2555}
Point{x=4164, y=1070}
Point{x=1951, y=2353}
Point{x=2450, y=2636}
Point{x=4279, y=946}
Point{x=2207, y=2011}
Point{x=3939, y=758}
Point{x=3990, y=1148}
Point{x=2408, y=2346}
Point{x=2274, y=2186}
Point{x=2558, y=2513}
Point{x=532, y=759}
Point{x=2399, y=2256}
Point{x=2267, y=2760}
Point{x=2805, y=2385}
Point{x=890, y=1081}
Point{x=2037, y=2464}
Point{x=960, y=607}
Point{x=2074, y=2419}
Point{x=3976, y=1252}
Point{x=1164, y=835}
Point{x=4222, y=773}
Point{x=4362, y=735}
Point{x=4022, y=443}
Point{x=2167, y=2072}
Point{x=1996, y=2546}
Point{x=2741, y=2308}
Point{x=3806, y=812}
Point{x=2538, y=1942}
Point{x=2682, y=2217}
Point{x=2182, y=2649}
Point{x=782, y=752}
Point{x=2459, y=2006}
Point{x=2368, y=2407}
Point{x=2046, y=2607}
Point{x=488, y=807}
Point{x=4179, y=889}
Point{x=2285, y=2269}
Point{x=1080, y=826}
Point{x=2382, y=2919}
Point{x=745, y=787}
Point{x=977, y=745}
Point{x=2344, y=2889}
Point{x=3964, y=1257}
Point{x=1844, y=2407}
Point{x=1974, y=2423}
Point{x=789, y=719}
Point{x=3875, y=478}
Point{x=3924, y=985}
Point{x=2094, y=2523}
Point{x=2701, y=2347}
Point{x=689, y=731}
Point{x=604, y=934}
Point{x=4042, y=971}
Point{x=4176, y=639}
Point{x=2374, y=2401}
Point{x=3716, y=657}
Point{x=1046, y=914}
Point{x=4013, y=460}
Point{x=1919, y=2323}
Point{x=2430, y=2586}
Point{x=635, y=898}
Point{x=696, y=1001}
Point{x=3593, y=876}
Point{x=896, y=872}
Point{x=4074, y=964}
Point{x=4048, y=628}
Point{x=3835, y=985}
Point{x=2770, y=2312}
Point{x=1914, y=2493}
Point{x=4224, y=585}
Point{x=2274, y=2788}
Point{x=3959, y=796}
Point{x=3885, y=975}
Point{x=917, y=807}
Point{x=2083, y=2457}
Point{x=958, y=708}
Point{x=696, y=930}
Point{x=3908, y=584}
Point{x=4046, y=405}
Point{x=3770, y=735}
Point{x=2902, y=2441}
Point{x=681, y=938}
Point{x=623, y=839}
Point{x=704, y=557}
Point{x=795, y=745}
Point{x=2387, y=2010}
Point{x=2260, y=2728}
Point{x=3775, y=538}
Point{x=806, y=1025}
